,title,point,link,Show,date,genre,streaming_site,summary
187,Home Alone,"846,500",https://flixpatrol.com//franchise/home-alone/,Franchise,1990 – 2002,Comedy,[],"Home Alone is a 1990 American family comedy film written and produced by John Hughes and directed by Chris Columbus. The film stars Macaulay Culkin as Kevin McCallister, an eight-year-old boy, who is mistakenly left behind when his family flies to Paris for their Christmas vacation. The film was followed by a commercially successful sequel in 1992, Home Alone 2: Lost in New York, which brings back the first films cast. Home Alone 3, released in 1997, has completely different actors, and a different storyline. A fourth film followed in 2002, Home Alone 4. This film features some of the same characters featured in the first two films, but with a new cast and a storyline that does not fall into the same continuity. On November 25, 2012, a fifth film, Home Alone: The Holiday Heist premiered during ABC Familys 25 Days of Christmas programming event."
188,Transformers,"826,500",https://flixpatrol.com//franchise/transformers/,Franchise,2007 – 2018,ScienceFiction,[],"The Transformers series follows the continuing battle between the Autobots and the Decepticons and ultimately, the triumph of good over evil. This collection includes the Theatrically Released Films of the transformers saga only."
189,Casper,"811,500",https://flixpatrol.com//franchise/casper/,Franchise,1995 – 2006,1995–2006,[],"Casper is a 1995 American family comedy fantasy film starring Christina Ricci and Bill Pullman, based on the Casper the Friendly Ghost animated cartoons and comic books. The ghosts featured in the film were created through computer-generated imagery. Included are numerous direct-to-video Casper films."
190,Mortal Kombat,"786,500",https://flixpatrol.com//franchise/mortal-kombat/,Franchise,1995 – 1997,Action,[],
191,I Am Legend,"775,500",https://flixpatrol.com//title/i-am-legend/,Movie,12/13/2007,ScienceFiction,"['google', 'hbo', 'itunes', 'netflix']","Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone."
192,Finding Nemo,"749,700",https://flixpatrol.com//franchise/finding-nemo/,Franchise,2003 – 2016,Animated,[],"A computer-animated adventure film series about a clownfish named Nemo, his over-protective father Marlin and a regal tang named Dory."
193,The Martian,"748,700",https://flixpatrol.com//title/the-martian/,Movie,10/02/2015,ScienceFiction,"['google', 'itunes', 'netflix', 'plus']","During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive."
194,Winnie the Pooh,"746,000",https://flixpatrol.com//franchise/winnie-the-pooh/,Franchise,1977 – 2011,Animated,[],"STARRING
Jim Cummings, John Fiedler, Ken Sansom, Jimmy Bennett, Peter Cullen, Nikita Hopkins, Kath Soucie


DIRECTED BY
Saul Blinkoff, Elliot M. Bour, Stephen J. Anderson, Wolfgang Reitherman, John Lounsbery, Jun Falkenstein, Francis Glebas"
195,Training Day,"724,500",https://flixpatrol.com//title/training-day/,Movie,10/05/2001,Action,"['google', 'itunes', 'netflix']","On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears."
196,E.T. the Extra-Terrestrial,"721,800",https://flixpatrol.com//title/et-the-extra-terrestrial/,Movie,04/03/1982,ScienceFiction,"['google', 'hbo', 'itunes']","After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien."
197,Street Fighter,"712,200",https://flixpatrol.com//franchise/street-fighter/,Franchise,1994 – 2009,Action,[],"STARRING
Raúl Juliá, Jean-Claude Van Damme, Chris Klein, Ming-Na Wen, Kristin Kreuk


DIRECTED BY
Steven E. de Souza, Andrzej Bartkowiak"
198,Big Hero 6,"712,100",https://flixpatrol.com//title/big-hero-6/,Movie,11/07/2014,ForBoys,"['amazon', 'disney', 'google', 'itunes']","The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes."
199,Bosch,"709,800",https://flixpatrol.com//title/bosch/,TV Show,02/06/2014,Crime,"['prime', 'hbo']","Based on Michael Connelly's best-selling novels, these are the stories of relentless LAPD homicide Detective Harry Bosch who pursues justice at all costs. But behind his tireless momentum is a man who is haunted by his past and struggles to remain loyal to his personal code: “Everybody counts or nobody counts.”"
200,Tinker Bell,"694,900",https://flixpatrol.com//franchise/tinker-bell/,Franchise,2008 – 2015,Animated,[],"Tinker Bell is a computer animated film series produced by DisneyToon Studios as part of the Disney Fairies franchise. Voices of Mae Whitman, Raven-Symoné, Lucy Liu, America Ferrera, Kristin Chenoweth and Pamela Adlon are featured in the films. Each of the first four films is set around one of the four seasons: Tinker Bell around Spring, Tinker Bell and the Lost Treasure around Autumn, Tinker Bell and the Great Fairy Rescue around Summer, and Secret of the Wings around Winter. A fifth title, Pixie Hollow Games, was supposed to be based on all four seasons, but it was released before Secret of the Wings and scaled down. A sixth film, titled The Pirate Fairy, was released April 1, 2014, followed by the release of a seventh film Tinker Bell and the Legend of the NeverBeast on March 3, 2015. The series is a spin-off of and prequel to Peter Pan and its sequel, Return to Never Land."
201,Despicable Me,"693,600",https://flixpatrol.com//franchise/despicable-me/,Franchise,2010 – 2017,Animated,[],"The Despicable Me franchise centers on Gru, a super-villain (who later becomes a dad and superhero) his yellow-coloured Minions and his three orphan girls, Margo, Edith and Agnes."
202,Fantastic Four,"689,100",https://flixpatrol.com//franchise/fantastic-four/,Franchise,2005 – 2015,Superhero,[],"Superhero films based on the Marvel Comics team of the same name. Four individuals gained superpowers after exposure to cosmic rays during a scientific mission to outer space: Mister Fantastic (Reed Richards), the Invisible Woman (Susan Sue Storm), the Human Torch (Johnny Storm), and the monstrous Thing (Ben Grimm)."
203,48 Hrs.,"680,000",https://flixpatrol.com//franchise/48-hrs/,Franchise,1982 – 1990,Action,[],"48 Hrs. and Another 48 Hrs. is a series of two films about Jack Cates, a hard-nosed cop, who reluctantly teams up with Reggie Hammond, a wise-cracking criminal, in order to solve crimes.  48 Hrs. is often credited as being the first film to pioneer the buddy cop genre."
204,Captain America,"668,000",https://flixpatrol.com//franchise/captain-america/,Franchise,2011 – 2016,Superhero,[],"STARRING
Chris Evans, Scarlett Johansson, Hugo Weaving, Robert Downey Jr., Sebastian Stan


DIRECTED BY
Joe Johnston, Joe Russo, Anthony Russo"
205,Angry Birds,"663,000",https://flixpatrol.com//franchise/angry-birds/,Franchise,2013 – 2019,Animated,[],Film series based on the Angry Birds video game series
206,Venom,"654,100",https://flixpatrol.com//franchise/venom/,Franchise,2018 – 2021,Superhero,[],
207,Scooby-Doo,"637,500",https://flixpatrol.com//franchise/scooby-doo/,Franchise,2002 – 2020,2002–2020,[],Live action films based on the animated characters of the same name.
208,American Sniper,"634,000",https://flixpatrol.com//title/american-sniper/,Movie,12/25/2014,War,"['google', 'hbo', 'itunes', 'netflix']","STARRING
Bradley Cooper, Sienna Miller, Jake McDorman, Luke Grimes, Navid Negahban, Max Charles, Brian Hallisay


DIRECTED BY
Clint Eastwood"
209,My Little Pony,"627,600",https://flixpatrol.com//franchise/my-little-pony/,Franchise,1986 – 2018,Animated,[],"A magic mirror connects the world of My Little Pony to Canterlot High, where some things change, but true friendships remain magical! The mirror is a portal to a magical land with high schools instead of castles, and six pony friends become real girls full of fun and fashion."
210,Spider-Man (Original),"619,900",https://flixpatrol.com//franchise/spider-man-original/,Franchise,2002 – 2007,Superhero,[],"A superhero film series based on the Marvel Comics character Spider-Man. The series is centered on Peter Parker, an academically gifted but socially inept freelance photographer who gets bitten by a genetically modified spider and gains spider-like abilities, all of which he uses to fight crime as a spider-masked vigilante learning for himself that great power comes with great responsibility."
211,Jurassic Park,"612,800",https://flixpatrol.com//franchise/jurassic-park/,Franchise,1993 – 2022,Adventure,[],"An American science fiction adventure film series based on the novel of the same name by Michael Crichton. The films center on the fictional Isla Nublar near Costa Rica in the Central American Pacific Coast, where a billionaire philanthropist and a small team of genetic scientists have created an amusement park of cloned dinosaurs."
212,Van Helsing,"612,400",https://flixpatrol.com//title/van-helsing-2004/,Movie,05/06/2004,Fantasy,"['google', 'itunes', 'netflix']",Famed monster slayer Gabriel Van Helsing (Hugh Jackman) is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious (Kate Beckinsale) reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.
213,Saving Private Ryan,"577,200",https://flixpatrol.com//title/saving-private-ryan/,Movie,07/24/1998,War,"['amazon', 'google', 'itunes', 'netflix']","As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home."
